timestamp,customers,revenue,transactions,avg_order_value,predicted_sales,labour_cost,staff_count,avg_wait_time,drive_thru_time,labour_efficiency,sales_vs_prediction_diff
2026-01-12 04:00:00,8,72.51,7,10.9,72.58,27.29,2,3.71,5.08,2.66,-0.07
2026-01-12 05:00:00,11,73.8,8,9.24,77.81,26.45,2,3.55,5.33,2.79,-4.01
2026-01-12 06:00:00,18,132.04,16,8.41,129.27,26.22,2,3.36,4.79,5.04,2.77
2026-01-12 07:00:00,62,387.6,48,8.55,390.14,71.64,5,4.68,3.27,5.41,-2.54
2026-01-12 08:00:00,59,487.13,51,9.66,514.43,74.79,5,2.86,5.41,6.51,-27.3
2026-01-12 09:00:00,65,767.42,61,11.69,733.52,71.08,5,3.92,3.17,10.8,33.9
2026-01-12 10:00:00,63,495.13,47,10.45,449.63,63.23,5,5.15,4.21,7.83,45.5
2026-01-12 11:00:00,86,819.04,70,11.47,770.73,98.8,7,5.57,7.76,8.29,48.31
2026-01-12 12:00:00,75,554.57,57,10.06,531.92,89.81,7,5.64,7.47,6.17,22.65
2026-01-12 13:00:00,83,782.0,79,10.66,772.41,98.62,7,5.76,6.49,7.93,9.59
2026-01-12 14:00:00,84,718.98,78,9.69,703.64,90.91,7,4.73,4.98,7.91,15.34
2026-01-12 15:00:00,47,363.12,36,10.87,342.72,71.72,5,3.34,3.29,5.06,20.4
2026-01-12 16:00:00,37,206.09,30,7.18,225.2,36.56,3,3.75,3.12,5.64,-19.11
2026-01-12 17:00:00,47,301.52,44,6.96,290.74,62.56,5,3.29,3.45,4.82,10.78
2026-01-12 18:00:00,10,76.96,8,10.08,75.39,26.71,2,3.35,5.17,2.88,1.57
2026-01-12 19:00:00,10,50.1,7,7.06,48.74,26.65,2,2.09,3.47,1.88,1.36
2026-01-12 20:00:00,10,68.27,8,8.3,72.09,29.96,2,3.93,5.64,2.28,-3.82
2026-01-12 21:00:00,5,30.34,4,7.53,29.17,25.64,2,2.42,4.69,1.18,1.17
2026-01-12 22:00:00,8,42.69,6,7.62,38.79,27.7,2,3.42,5.43,1.54,3.9
2026-01-12 23:00:00,10,72.17,8,9.35,67.68,25.6,2,2.53,5.6,2.82,4.49
2026-01-13 00:00:00,7,36.74,6,6.52,39.99,25.41,2,2.59,4.94,1.45,-3.25
2026-01-13 01:00:00,10,56.57,9,6.77,52.45,29.45,2,2.36,3.68,1.92,4.12
2026-01-13 02:00:00,6,45.81,5,9.84,45.72,29.91,2,3.27,4.8,1.53,0.09
2026-01-13 03:00:00,12,80.97,9,9.74,81.54,26.12,2,2.95,4.01,3.1,-0.57
2026-01-13 04:00:00,12,105.01,11,8.85,95.95,25.33,2,3.19,4.77,4.15,9.06
2026-01-13 05:00:00,5,25.95,3,8.91,25.27,24.81,2,2.21,5.23,1.05,0.68
2026-01-13 06:00:00,13,102.62,11,9.63,102.98,24.49,2,2.84,3.92,4.19,-0.36
2026-01-13 07:00:00,66,695.74,62,10.96,688.85,60.51,5,5.75,3.66,11.5,6.89
2026-01-13 08:00:00,64,601.46,62,9.3,636.55,74.46,5,3.57,3.11,8.08,-35.09
2026-01-13 09:00:00,65,591.3,63,9.59,542.22,62.49,5,4.61,5.71,9.46,49.08
2026-01-13 10:00:00,66,405.97,64,6.41,438.89,67.91,5,3.76,4.67,5.98,-32.92
2026-01-13 11:00:00,52,498.71,41,12.05,453.37,61.34,5,3.03,3.63,8.13,45.34
2026-01-13 12:00:00,83,556.5,67,8.92,561.24,98.22,7,5.23,6.86,5.67,-4.74
2026-01-13 13:00:00,80,676.5,62,11.47,625.1,87.82,7,5.27,6.98,7.7,51.4
2026-01-13 14:00:00,83,656.88,69,9.84,637.2,89.12,7,5.05,7.01,7.37,19.68
2026-01-13 15:00:00,52,438.59,45,10.37,396.18,67.87,5,3.02,3.07,6.46,42.41
2026-01-13 16:00:00,47,345.45,39,8.65,334.66,69.54,5,3.79,4.08,4.97,10.79
2026-01-13 17:00:00,38,330.5,34,9.59,328.7,38.53,3,2.38,5.38,8.58,1.8
2026-01-13 18:00:00,17,140.58,16,8.98,140.46,26.39,2,3.59,3.58,5.33,0.12
2026-01-13 19:00:00,19,129.58,14,9.38,139.12,29.94,2,3.7,5.74,4.33,-9.54
2026-01-13 20:00:00,5,39.61,4,10.2,43.55,29.12,2,3.21,5.1,1.36,-3.94
2026-01-13 21:00:00,5,27.9,4,6.88,27.23,25.58,2,2.25,4.6,1.09,0.67
2026-01-13 22:00:00,6,47.83,5,10.16,47.21,25.45,2,3.59,4.08,1.88,0.62
2026-01-13 23:00:00,9,55.89,8,6.88,52.46,29.95,2,2.99,4.94,1.87,3.43
2026-01-14 00:00:00,6,39.12,4,9.95,38.97,24.15,2,2.83,5.01,1.62,0.15
2026-01-14 01:00:00,9,62.7,7,9.6,57.09,24.27,2,3.21,4.69,2.58,5.61
2026-01-14 02:00:00,5,43.07,4,10.76,39.94,29.95,2,3.59,3.85,1.44,3.13
2026-01-14 03:00:00,6,31.2,5,6.61,33.94,28.72,2,3.32,5.8,1.09,-2.74
2026-01-14 04:00:00,10,99.11,9,10.98,107.94,26.77,2,3.07,3.38,3.7,-8.83
2026-01-14 05:00:00,7,39.68,6,6.71,35.91,27.2,2,2.55,3.86,1.46,3.77
2026-01-14 06:00:00,19,121.48,15,8.26,118.86,28.85,2,2.54,5.14,4.21,2.62
2026-01-14 07:00:00,67,760.76,61,12.16,762.17,65.42,5,4.72,4.03,11.63,-1.41
2026-01-14 08:00:00,66,640.25,59,11.64,682.74,61.03,5,5.5,3.49,10.49,-42.49
2026-01-14 09:00:00,65,589.7,62,9.81,599.17,64.41,5,4.81,4.82,9.16,-9.47
2026-01-14 10:00:00,61,323.65,57,6.06,292.08,63.68,5,6.44,5.12,5.08,31.57
2026-01-14 11:00:00,75,697.03,65,10.25,671.84,97.56,7,4.47,6.76,7.14,25.19
2026-01-14 12:00:00,82,592.11,65,9.0,648.32,92.28,7,4.26,6.65,6.42,-56.21
2026-01-14 13:00:00,82,601.36,69,8.13,570.92,102.75,7,4.2,5.59,5.85,30.44
2026-01-14 14:00:00,84,545.23,65,8.81,501.88,88.66,7,4.73,6.45,6.15,43.35
2026-01-14 15:00:00,42,289.71,35,8.42,295.6,69.88,5,3.57,3.96,4.15,-5.89
2026-01-14 16:00:00,34,330.95,31,10.97,320.67,44.62,3,3.65,4.1,7.42,10.28
2026-01-14 17:00:00,43,373.89,41,9.43,381.67,68.07,5,3.58,4.14,5.49,-7.78
2026-01-14 18:00:00,13,65.71,11,6.05,67.78,29.3,2,3.98,4.28,2.24,-2.07
2026-01-14 19:00:00,14,95.79,12,8.08,91.32,27.27,2,3.05,3.89,3.51,4.47
2026-01-14 20:00:00,9,69.97,7,9.95,72.98,27.88,2,3.68,4.25,2.51,-3.01
2026-01-14 21:00:00,5,31.08,3,9.92,28.42,28.05,2,3.69,5.22,1.11,2.66
2026-01-14 22:00:00,5,25.56,4,6.93,24.89,26.8,2,2.25,4.81,0.95,0.67
2026-01-14 23:00:00,5,34.92,4,8.3,33.56,24.83,2,3.22,4.17,1.41,1.36
2026-01-15 00:00:00,9,70.24,8,9.43,72.87,26.54,2,2.99,4.99,2.65,-2.63
2026-01-15 01:00:00,8,54.87,7,7.46,53.57,27.03,2,2.75,3.16,2.03,1.3
2026-01-15 02:00:00,9,66.39,8,8.22,61.73,26.05,2,3.02,5.02,2.55,4.66
2026-01-15 03:00:00,5,33.33,4,8.88,31.55,27.63,2,2.17,5.39,1.21,1.78
2026-01-15 04:00:00,5,36.41,4,8.67,38.81,29.9,2,3.16,5.92,1.22,-2.4
2026-01-15 05:00:00,6,40.17,5,7.7,36.45,26.04,2,3.48,5.85,1.54,3.72
2026-01-15 06:00:00,22,154.83,19,8.24,145.2,38.91,3,3.8,3.24,3.98,9.63
2026-01-15 07:00:00,58,353.84,48,7.59,348.09,65.19,5,3.13,4.25,5.43,5.75
2026-01-15 08:00:00,62,694.16,54,12.11,729.1,69.91,5,5.15,3.77,9.93,-34.94
2026-01-15 09:00:00,60,578.71,57,10.91,547.91,70.9,5,2.79,3.43,8.16,30.8
2026-01-15 10:00:00,57,401.65,55,7.71,379.1,64.81,5,3.35,3.64,6.2,22.55
2026-01-15 11:00:00,76,544.86,58,8.7,527.28,103.86,7,5.35,4.72,5.25,17.58
2026-01-15 12:00:00,83,610.6,68,8.39,643.99,103.75,7,5.34,4.84,5.89,-33.39
2026-01-15 13:00:00,76,589.98,70,8.19,597.83,88.45,7,4.98,6.01,6.67,-7.85
2026-01-15 14:00:00,82,657.94,71,8.63,637.11,101.9,7,6.38,5.7,6.46,20.83
2026-01-15 15:00:00,42,344.78,38,9.24,337.01,60.92,5,2.2,3.37,5.66,7.77
2026-01-15 16:00:00,35,187.35,31,6.47,186.23,36.61,3,3.7,3.9,5.12,1.12
2026-01-15 17:00:00,40,323.1,31,10.92,353.56,71.51,5,3.99,3.96,4.52,-30.46
2026-01-15 18:00:00,15,101.03,11,9.29,92.11,28.04,2,2.69,3.97,3.6,8.92
2026-01-15 19:00:00,18,120.76,13,9.53,123.15,29.7,2,3.91,4.16,4.07,-2.39
2026-01-15 20:00:00,11,61.13,9,6.45,61.35,29.7,2,2.68,3.72,2.06,-0.22
2026-01-15 21:00:00,8,38.71,6,6.52,36.91,25.09,2,3.18,3.46,1.54,1.8
2026-01-15 22:00:00,11,79.44,10,7.78,81.89,25.22,2,2.12,5.87,3.15,-2.45
2026-01-15 23:00:00,7,49.71,6,8.46,49.36,25.59,2,2.18,4.02,1.94,0.35
2026-01-16 00:00:00,5,35.47,4,9.06,36.48,25.49,2,3.03,5.33,1.39,-1.01
2026-01-16 01:00:00,11,93.95,8,10.99,85.47,25.64,2,3.73,5.36,3.66,8.48
2026-01-16 02:00:00,13,60.39,10,6.26,57.43,29.47,2,3.97,3.99,2.05,2.96
2026-01-16 03:00:00,13,109.19,10,10.23,116.15,29.34,2,3.45,4.21,3.72,-6.96
2026-01-16 04:00:00,11,72.83,10,6.83,66.42,25.86,2,3.78,4.75,2.82,6.41
2026-01-16 05:00:00,8,67.92,7,10.31,64.26,29.24,2,2.38,4.35,2.32,3.66
2026-01-16 06:00:00,15,135.11,14,10.39,130.38,25.14,2,2.13,5.09,5.37,4.73
2026-01-16 07:00:00,58,473.8,52,8.97,472.15,61.42,5,3.0,5.99,7.71,1.65
2026-01-16 08:00:00,61,693.03,54,11.96,666.76,67.97,5,5.77,3.7,10.2,26.27
2026-01-16 09:00:00,62,502.43,53,8.94,542.28,60.42,5,3.88,5.47,8.32,-39.85
2026-01-16 10:00:00,59,532.84,51,9.87,521.64,61.93,5,3.47,4.0,8.6,11.2
2026-01-16 11:00:00,80,822.83,76,10.8,803.58,100.05,7,3.71,7.23,8.22,19.25
2026-01-16 12:00:00,82,759.21,67,11.61,834.14,95.26,7,5.28,6.93,7.97,-74.93
2026-01-16 13:00:00,60,798.73,59,12.73,785.48,60.16,5,2.93,5.65,13.28,13.25
2026-01-16 14:00:00,78,526.34,62,9.1,546.66,98.75,7,4.32,7.08,5.33,-20.32
2026-01-16 15:00:00,38,273.74,35,8.12,248.06,44.69,3,3.82,5.22,6.13,25.68
2026-01-16 16:00:00,35,267.34,27,10.4,243.56,41.48,3,2.94,4.99,6.45,23.78
2026-01-16 17:00:00,43,284.49,37,7.15,293.74,63.03,5,3.97,4.35,4.51,-9.25
2026-01-16 18:00:00,10,54.03,8,6.27,54.18,27.19,2,2.79,3.56,1.99,-0.15
2026-01-16 19:00:00,12,64.0,10,6.64,62.0,28.9,2,3.96,4.25,2.21,2.0
2026-01-16 20:00:00,6,47.54,5,9.46,47.65,24.83,2,2.06,4.04,1.91,-0.11
2026-01-16 21:00:00,7,31.91,5,6.59,30.36,27.26,2,3.42,3.76,1.17,1.55
2026-01-16 22:00:00,7,48.19,5,9.44,51.85,29.3,2,2.03,3.38,1.64,-3.66
2026-01-16 23:00:00,8,52.67,6,9.42,50.02,24.39,2,2.94,5.31,2.16,2.65
2026-01-17 00:00:00,33,330.16,30,10.78,335.0,54.39,4,3.83,5.58,6.07,-4.84
2026-01-17 01:00:00,27,151.33,21,7.47,136.97,55.55,4,3.77,5.49,2.72,14.36
2026-01-17 02:00:00,30,270.22,25,10.56,283.47,50.34,4,2.12,3.55,5.37,-13.25
2026-01-17 03:00:00,30,233.54,28,8.44,224.32,51.12,4,2.97,5.13,4.57,9.22
2026-01-17 04:00:00,26,234.48,20,10.97,251.63,57.21,4,2.43,3.61,4.1,-17.15
2026-01-17 05:00:00,27,206.51,24,8.22,213.34,50.9,4,3.13,5.37,4.06,-6.83
2026-01-17 06:00:00,38,294.17,29,9.9,297.83,52.98,4,2.25,5.4,5.55,-3.66
2026-01-17 07:00:00,77,640.52,73,8.97,608.83,104.26,8,6.92,5.4,6.14,31.69
2026-01-17 08:00:00,85,837.56,67,12.36,879.57,99.23,8,6.56,5.19,8.44,-42.01
2026-01-17 09:00:00,81,709.65,67,10.79,745.86,118.82,8,3.72,5.78,5.97,-36.21
2026-01-17 10:00:00,81,488.25,61,8.01,484.37,114.8,8,6.92,6.36,4.25,3.88
2026-01-17 11:00:00,103,714.41,92,8.12,716.02,100.05,8,4.67,6.87,7.14,-1.61
2026-01-17 12:00:00,99,1167.77,87,12.66,1129.76,111.36,8,5.19,6.78,10.49,38.01
2026-01-17 13:00:00,66,509.38,58,8.61,507.05,82.44,6,5.04,5.91,6.18,2.33
2026-01-17 14:00:00,96,1057.76,93,11.56,1095.89,98.26,8,4.45,6.31,10.76,-38.13
2026-01-17 15:00:00,43,240.56,38,6.73,238.67,79.55,6,3.56,4.36,3.02,1.89
2026-01-17 16:00:00,62,560.47,59,10.1,518.1,80.23,6,4.36,5.83,6.99,42.37
2026-01-17 17:00:00,60,347.5,48,6.87,333.24,76.03,6,2.54,4.07,4.57,14.26
2026-01-17 18:00:00,37,228.28,29,7.92,235.29,52.26,4,3.02,3.96,4.37,-7.01
2026-01-17 19:00:00,31,263.75,27,9.3,240.97,57.98,4,3.13,3.56,4.55,22.78
2026-01-17 20:00:00,23,146.48,22,6.95,151.96,54.7,4,2.39,3.57,2.68,-5.48
2026-01-17 21:00:00,20,123.44,19,6.68,121.14,54.12,4,2.05,3.88,2.28,2.3
2026-01-17 22:00:00,29,185.02,21,9.33,185.56,59.73,4,3.41,4.96,3.1,-0.54
2026-01-17 23:00:00,32,195.05,26,7.35,193.33,51.54,4,3.47,3.71,3.78,1.72
2026-01-18 00:00:00,28,160.21,24,6.89,163.82,53.25,4,3.49,5.94,3.01,-3.61
2026-01-18 01:00:00,22,132.84,19,6.82,134.76,52.28,4,3.09,3.23,2.54,-1.92
2026-01-18 02:00:00,27,189.11,24,7.67,189.58,48.81,4,3.77,3.44,3.87,-0.47
2026-01-18 03:00:00,28,198.88,21,9.95,201.69,52.52,4,2.38,3.03,3.79,-2.81
2026-01-18 04:00:00,27,232.58,21,10.83,254.4,54.46,4,2.92,3.68,4.27,-21.82
2026-01-18 05:00:00,15,101.79,11,9.42,102.3,36.07,3,2.51,3.73,2.82,-0.51
2026-01-18 06:00:00,41,221.81,38,6.34,230.94,72.15,6,3.39,5.67,3.07,-9.13
2026-01-18 07:00:00,86,620.92,71,9.15,629.84,101.95,8,3.98,6.61,6.09,-8.92
2026-01-18 08:00:00,53,442.94,41,11.42,427.6,74.39,6,3.61,4.47,5.95,15.34
2026-01-18 09:00:00,79,581.9,74,7.57,540.63,109.04,8,5.35,6.51,5.34,41.27
2026-01-18 10:00:00,78,601.32,61,9.28,622.23,115.67,8,4.01,4.99,5.2,-20.91
2026-01-18 11:00:00,75,684.39,57,12.92,703.47,114.98,8,4.71,6.73,5.95,-19.08
2026-01-18 12:00:00,103,1011.65,90,11.4,966.71,115.0,8,6.38,5.44,8.8,44.94
2026-01-18 13:00:00,106,711.5,81,8.9,760.06,100.93,8,4.03,5.06,7.05,-48.56
2026-01-18 14:00:00,68,842.19,62,12.66,867.92,77.01,6,3.87,4.29,10.94,-25.73
2026-01-18 15:00:00,65,562.65,57,10.72,602.46,79.79,6,5.83,4.97,7.05,-39.81
2026-01-18 16:00:00,60,415.26,45,9.01,442.16,78.82,6,2.47,4.69,5.27,-26.9
2026-01-18 17:00:00,62,556.97,60,9.32,598.64,79.17,6,4.54,5.97,7.04,-41.67
2026-01-18 18:00:00,37,312.06,31,9.84,311.26,56.09,4,2.43,4.95,5.56,0.8
2026-01-18 19:00:00,33,280.3,32,8.76,290.33,50.67,4,3.55,5.24,5.53,-10.03
2026-01-18 20:00:00,29,191.36,25,8.2,184.84,50.15,4,2.07,3.97,3.82,6.52
2026-01-18 21:00:00,30,200.45,29,6.83,188.09,55.24,4,2.11,3.58,3.63,12.36
2026-01-18 22:00:00,25,227.22,20,10.88,208.08,56.81,4,2.05,3.27,4.0,19.14
2026-01-18 23:00:00,26,195.45,24,8.68,192.15,54.48,4,2.32,5.74,3.59,3.3
2026-01-19 00:00:00,7,64.67,6,10.66,70.5,27.87,2,3.53,4.86,2.32,-5.83
2026-01-19 01:00:00,12,53.36,9,6.22,57.69,26.6,2,3.72,3.73,2.01,-4.33
2026-01-19 02:00:00,12,87.35,10,9.39,94.63,24.25,2,2.02,3.06,3.6,-7.28
2026-01-19 03:00:00,9,57.57,7,7.97,59.88,26.13,2,2.94,4.42,2.2,-2.31
2026-01-19 04:00:00,5,36.94,4,9.89,33.87,26.84,2,2.59,4.33,1.38,3.07
2026-01-19 05:00:00,7,57.12,6,9.8,55.76,28.63,2,2.1,4.07,2.0,1.36
2026-01-19 06:00:00,13,88.25,11,7.76,82.64,24.43,2,2.27,4.87,3.61,5.61
2026-01-19 07:00:00,61,543.83,56,9.49,516.81,62.45,5,5.11,3.24,8.71,27.02
2026-01-19 08:00:00,66,759.68,65,10.9,833.94,63.24,5,5.67,5.68,12.01,-74.26
2026-01-19 09:00:00,64,380.36,51,7.55,413.39,69.97,5,3.25,4.29,5.44,-33.03
2026-01-19 10:00:00,56,480.89,48,10.22,513.4,71.49,5,2.67,3.11,6.73,-32.51
2026-01-19 11:00:00,84,807.98,70,12.36,764.3,94.52,7,4.84,6.88,8.55,43.68
2026-01-19 12:00:00,82,777.65,77,9.76,788.62,92.79,7,3.65,7.0,8.38,-10.97
2026-01-19 13:00:00,77,801.11,67,12.0,866.46,104.66,7,4.84,6.1,7.65,-65.35
2026-01-19 14:00:00,77,580.35,66,8.79,555.77,94.25,7,5.07,5.71,6.16,24.58
2026-01-19 15:00:00,37,381.52,34,10.72,382.51,37.67,3,2.72,5.73,10.13,-0.99
2026-01-19 16:00:00,45,246.09,37,7.21,240.92,61.68,5,3.92,3.15,3.99,5.17
2026-01-19 17:00:00,47,321.62,45,7.54,295.3,62.29,5,3.72,5.0,5.16,26.32
2026-01-19 18:00:00,21,161.77,15,10.9,155.46,44.98,3,3.56,5.71,3.6,6.31
2026-01-19 19:00:00,22,167.85,19,9.28,175.31,43.45,3,3.77,4.08,3.86,-7.46
2026-01-19 20:00:00,7,54.19,6,9.14,59.06,28.4,2,2.51,5.81,1.91,-4.87
2026-01-19 21:00:00,5,31.38,4,7.97,28.33,26.21,2,2.05,3.28,1.2,3.05
2026-01-19 22:00:00,12,98.83,10,9.65,95.34,27.95,2,2.56,4.36,3.54,3.49
2026-01-19 23:00:00,6,38.64,5,8.08,41.81,27.66,2,2.16,5.35,1.4,-3.17
2026-01-20 00:00:00,7,57.65,6,10.04,59.77,29.71,2,2.56,5.24,1.94,-2.12
2026-01-20 01:00:00,8,62.4,7,9.18,63.41,29.37,2,2.19,3.45,2.12,-1.01
2026-01-20 02:00:00,5,26.79,3,8.72,26.5,24.87,2,2.34,3.44,1.08,0.29
2026-01-20 03:00:00,5,24.54,3,8.02,24.84,27.4,2,2.37,3.34,0.9,-0.3
2026-01-20 04:00:00,13,97.78,10,9.86,104.29,29.6,2,3.49,4.69,3.3,-6.51
2026-01-20 05:00:00,6,33.91,4,8.64,32.26,24.45,2,3.74,4.22,1.39,1.65
2026-01-20 06:00:00,15,106.97,14,7.46,97.63,28.08,2,3.89,5.14,3.81,9.34
2026-01-20 07:00:00,67,687.74,66,11.19,628.47,61.75,5,5.93,5.76,11.14,59.27
2026-01-20 08:00:00,66,413.47,49,9.06,394.43,63.77,5,6.03,4.5,6.48,19.04
2026-01-20 09:00:00,62,632.41,56,11.37,595.97,72.6,5,4.78,4.21,8.71,36.44
2026-01-20 10:00:00,57,427.64,48,9.31,397.07,74.5,5,2.58,3.48,5.74,30.57
2026-01-20 11:00:00,79,689.78,77,8.9,621.78,95.56,7,5.21,7.57,7.22,68.0
2026-01-20 12:00:00,78,611.9,63,10.21,666.03,94.76,7,4.87,6.43,6.46,-54.13
2026-01-20 13:00:00,100,980.1,84,11.33,996.31,91.86,7,5.31,7.21,10.67,-16.21
2026-01-20 14:00:00,83,691.79,68,9.79,653.01,88.94,7,6.68,7.02,7.78,38.78
2026-01-20 15:00:00,47,277.6,44,6.68,299.13,73.62,5,3.65,4.57,3.77,-21.53
2026-01-20 16:00:00,44,268.4,37,7.64,249.86,67.2,5,2.41,5.41,3.99,18.54
2026-01-20 17:00:00,39,302.49,29,10.11,307.88,42.74,3,3.68,3.08,7.08,-5.39
2026-01-20 18:00:00,10,88.97,9,9.96,94.24,27.3,2,2.61,3.25,3.26,-5.27
2026-01-20 19:00:00,15,119.5,12,9.28,130.36,29.67,2,2.23,4.22,4.03,-10.86
2026-01-20 20:00:00,5,33.6,4,8.98,33.19,27.75,2,2.31,3.2,1.21,0.41
2026-01-20 21:00:00,5,46.19,4,10.95,43.47,26.08,2,2.41,5.64,1.77,2.72
2026-01-20 22:00:00,10,54.62,9,6.09,52.55,25.04,2,3.04,4.01,2.18,2.07
2026-01-20 23:00:00,9,67.28,7,9.9,68.69,26.49,2,2.7,3.03,2.54,-1.41
2026-01-21 00:00:00,10,53.08,7,7.38,48.03,26.91,2,2.39,5.68,1.97,5.05
2026-01-21 01:00:00,11,86.99,10,8.59,88.35,28.46,2,2.4,3.71,3.06,-1.36
2026-01-21 02:00:00,10,71.54,9,8.47,74.64,29.09,2,2.13,4.42,2.46,-3.1
2026-01-21 03:00:00,7,51.47,6,8.88,48.57,29.87,2,3.18,5.45,1.72,2.9
2026-01-21 04:00:00,5,36.38,4,8.57,33.86,25.84,2,3.92,4.22,1.41,2.52
2026-01-21 05:00:00,5,42.24,4,10.12,38.58,26.37,2,2.71,5.26,1.6,3.66
2026-01-21 06:00:00,18,169.05,17,9.91,180.46,26.52,2,2.78,3.13,6.37,-11.41
2026-01-21 07:00:00,56,660.1,55,11.57,702.87,68.54,5,3.9,4.34,9.63,-42.77
2026-01-21 08:00:00,45,472.96,43,10.83,439.52,74.13,5,3.68,5.69,6.38,33.44
2026-01-21 09:00:00,57,400.48,51,8.29,416.78,72.13,5,2.5,4.22,5.55,-16.3
2026-01-21 10:00:00,57,550.03,53,9.94,523.48,68.57,5,3.37,4.49,8.02,26.55
2026-01-21 11:00:00,78,708.64,72,10.65,723.24,96.03,7,4.35,5.42,7.38,-14.6
2026-01-21 12:00:00,78,512.26,62,8.64,539.94,85.01,7,4.22,6.65,6.03,-27.68
2026-01-21 13:00:00,84,647.34,77,8.67,586.35,102.96,7,4.68,6.89,6.29,60.99
2026-01-21 14:00:00,83,900.71,78,11.67,916.6,104.24,7,5.57,5.57,8.64,-15.89
2026-01-21 15:00:00,39,287.33,36,7.76,284.12,38.03,3,2.79,4.86,7.56,3.21
2026-01-21 16:00:00,44,220.21,38,6.02,219.03,60.35,5,2.22,5.94,3.65,1.18
2026-01-21 17:00:00,44,428.16,40,10.75,429.71,73.36,5,2.49,5.75,5.84,-1.55
2026-01-21 18:00:00,8,60.84,6,10.73,55.85,25.86,2,3.65,4.25,2.35,4.99
2026-01-21 19:00:00,13,94.01,12,7.32,99.17,25.58,2,2.79,3.15,3.68,-5.16
2026-01-21 20:00:00,6,47.34,5,8.88,44.99,28.95,2,3.0,3.96,1.64,2.35
2026-01-21 21:00:00,5,39.35,4,10.67,38.48,25.63,2,4.0,3.37,1.54,0.87
2026-01-21 22:00:00,5,23.61,4,6.02,21.86,27.67,2,3.17,3.68,0.85,1.75
2026-01-21 23:00:00,12,104.72,11,9.0,103.8,27.36,2,2.65,4.15,3.83,0.92
2026-01-22 00:00:00,14,79.05,13,6.46,86.33,27.96,2,2.17,5.97,2.83,-7.28
2026-01-22 01:00:00,12,66.65,11,6.19,65.8,28.24,2,2.91,3.48,2.36,0.85
2026-01-22 02:00:00,5,44.22,4,10.77,44.96,25.38,2,3.01,4.31,1.74,-0.74
2026-01-22 03:00:00,6,43.18,5,8.78,44.12,28.29,2,2.39,5.3,1.53,-0.94
2026-01-22 04:00:00,5,43.3,4,10.81,44.23,25.85,2,3.62,5.17,1.68,-0.93
2026-01-22 05:00:00,6,35.94,5,6.98,36.08,29.1,2,3.42,4.11,1.24,-0.14
2026-01-22 06:00:00,19,190.49,17,10.87,196.22,28.88,2,3.74,5.39,6.6,-5.73
2026-01-22 07:00:00,64,465.06,52,9.37,441.28,63.18,5,4.34,5.36,7.36,23.78
2026-01-22 08:00:00,66,565.21,58,10.5,510.92,60.42,5,4.87,5.16,9.35,54.29
2026-01-22 09:00:00,55,435.71,52,8.78,458.01,71.54,5,2.57,3.52,6.09,-22.3
2026-01-22 10:00:00,58,489.48,49,9.35,502.91,60.9,5,3.24,4.8,8.04,-13.43
2026-01-22 11:00:00,86,821.08,66,12.57,815.91,95.84,7,5.04,5.06,8.57,5.17
2026-01-22 12:00:00,75,919.99,71,12.62,839.82,84.36,7,4.01,6.5,10.91,80.17
2026-01-22 13:00:00,75,531.48,61,9.4,581.66,92.38,7,5.27,7.17,5.75,-50.18
2026-01-22 14:00:00,86,692.98,74,9.43,701.05,97.29,7,3.39,6.47,7.12,-8.07
2026-01-22 15:00:00,40,262.96,38,7.44,245.67,62.02,5,3.52,3.97,4.24,17.29
2026-01-22 16:00:00,33,203.23,30,6.42,206.96,39.41,3,2.35,4.04,5.16,-3.73
2026-01-22 17:00:00,36,322.24,33,9.14,338.01,39.52,3,2.61,5.52,8.15,-15.77
2026-01-22 18:00:00,12,78.63,11,7.06,81.2,25.41,2,2.32,5.86,3.09,-2.57
2026-01-22 19:00:00,12,65.58,10,6.25,68.56,28.56,2,2.68,5.09,2.3,-2.98
2026-01-22 20:00:00,5,31.82,4,8.35,33.9,26.96,2,3.36,4.02,1.18,-2.08
2026-01-22 21:00:00,8,54.15,6,8.73,50.14,24.09,2,3.87,3.54,2.25,4.01
2026-01-22 22:00:00,6,49.87,5,9.39,52.54,24.12,2,3.57,4.14,2.07,-2.67
2026-01-22 23:00:00,11,77.54,8,9.22,72.09,28.78,2,3.9,5.19,2.69,5.45
2026-01-23 00:00:00,5,35.62,4,8.41,36.71,29.01,2,2.24,5.92,1.23,-1.09
2026-01-23 01:00:00,5,34.8,4,8.49,31.34,27.78,2,2.47,3.46,1.25,3.46
2026-01-23 02:00:00,5,34.9,3,10.85,36.81,29.67,2,3.29,5.74,1.18,-1.91
2026-01-23 03:00:00,10,69.33,7,9.55,73.68,28.73,2,2.03,5.0,2.41,-4.35
2026-01-23 04:00:00,6,48.13,5,10.2,43.65,24.78,2,2.5,4.68,1.94,4.48
2026-01-23 05:00:00,10,70.05,8,8.54,69.87,25.08,2,3.83,5.72,2.79,0.18
2026-01-23 06:00:00,19,113.16,16,7.36,121.17,27.56,2,3.03,5.52,4.11,-8.01
2026-01-23 07:00:00,66,445.36,52,8.62,460.24,65.18,5,6.86,5.19,6.83,-14.88
2026-01-23 08:00:00,64,726.39,62,12.44,780.22,69.45,5,4.17,4.08,10.46,-53.83
2026-01-23 09:00:00,62,657.92,60,10.8,634.4,73.01,5,4.23,3.41,9.01,23.52
